SessionNumber,PresentationNumber,SessionTitle,PresentationTitle,FirstName,FullName,Location,PersonifyID,Role,DateStart,StartTime,EndTime,TimeZone,Channel,SessionFormat,SessionDescription,Filter-Date,Filter-Format,Filter-SessionPathway,Filter-AbstractPathway,CME,CNE,COP,MOCABIM,ECME,MOCABP,CPE,CNErx,AAPA,IPCE,Linkstovideoplayer,PresentationAttachmentULR,PresentationAttachmentName,Featured
304,304_05,Challenging Clinical Case Discussions: Arrhythmias and Clinical EP and Heart Failure and Cardiomyopathies,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,3,Challenging Clinical Case Discussions,"Chairs: Fred Kusumoto (USA) and Julian Loh (Singapore) irtual Moderator: Edgar Tay (Singapore) anelists: Khadijah Breathett (USA), Sanjeev Saksena (USA), Colin Yeo (Singapore), Daniel Yeo (Singapore)  ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
304,304_06,Challenging Clinical Case Discussions: Arrhythmias and Clinical EP and Heart Failure and Cardiomyopathies,End Stage Cardiac Amyloidosis: Running Out of Options,Choon Pin,Lim (Singapore),,,,7/11/2021,8:20 AM,9:05 AM,SGT,3,Challenging Clinical Case Discussions,"Chairs: Fred Kusumoto (USA) and Julian Loh (Singapore) irtual Moderator: Edgar Tay (Singapore) anelists: Khadijah Breathett (USA), Sanjeev Saksena (USA), Colin Yeo (Singapore), Daniel Yeo (Singapore)  ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
304,304_07,Challenging Clinical Case Discussions: Arrhythmias and Clinical EP and Heart Failure and Cardiomyopathies,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,3,Challenging Clinical Case Discussions,"Chairs: Fred Kusumoto (USA) and Julian Loh (Singapore) irtual Moderator: Edgar Tay (Singapore) anelists: Khadijah Breathett (USA), Sanjeev Saksena (USA), Colin Yeo (Singapore), Daniel Yeo (Singapore)  ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
304,304_08,Challenging Clinical Case Discussions: Arrhythmias and Clinical EP and Heart Failure and Cardiomyopathies,Closing Remarks,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,3,Challenging Clinical Case Discussions,"Chairs: Fred Kusumoto (USA) and Julian Loh (Singapore) irtual Moderator: Edgar Tay (Singapore) anelists: Khadijah Breathett (USA), Sanjeev Saksena (USA), Colin Yeo (Singapore), Daniel Yeo (Singapore)  ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
305,305_01,From Picture to Clinical Action: Rapid Fire ECG and Imaging Cases,ECG: Ventricular Depolarization,"Anca ",Chiriac (USA),,,,7/11/2021,9:10 AM,9:55 AM,SGT,1,Education Sessions,Chairs: Athena Poppas (USA) and Tiong Cheng Yeo (Singapore) irtual Moderator: Devinder Singh (Singapore) anelists: Athena Poppas (USA) and Fred Kusumoto (USA),"July 11 ",Education Sessions,"Special Topics ",,true,true,,,,,,,,,,,,
305,305_02,From Picture to Clinical Action: Rapid Fire ECG and Imaging Cases,Imaging: Echocardiography,Khim Leng,Tong (Singapore),,,,7/11/2021,9:10 AM,9:55 AM,SGT,1,Education Sessions,Chairs: Athena Poppas (USA) and Tiong Cheng Yeo (Singapore) irtual Moderator: Devinder Singh (Singapore) anelists: Athena Poppas (USA) and Fred Kusumoto (USA),"July 11 ",Education Sessions,"Special Topics ",,true,true,,,,,,,,,,,,
305,305_03,From Picture to Clinical Action: Rapid Fire ECG and Imaging Cases,ECG: Repolarization,"Reginald  ",Liew (Singapore),,,,7/11/2021,9:10 AM,9:55 AM,SGT,1,Education Sessions,Chairs: Athena Poppas (USA) and Tiong Cheng Yeo (Singapore) irtual Moderator: Devinder Singh (Singapore) anelists: Athena Poppas (USA) and Fred Kusumoto (USA),"July 11 ",Education Sessions,"Special Topics ",,true,true,,,,,,,,,,,,
305,305_04,From Picture to Clinical Action: Rapid Fire ECG and Imaging Cases,Imaging: Advanced Imaging,Michael,Osborne (USA),,,,7/11/2021,9:10 AM,9:55 AM,SGT,1,Education Sessions,Chairs: Athena Poppas (USA) and Tiong Cheng Yeo (Singapore) irtual Moderator: Devinder Singh (Singapore) anelists: Athena Poppas (USA) and Fred Kusumoto (USA),"July 11 ",Education Sessions,"Special Topics ",,true,true,,,,,,,,,,,,
306,306_01,Managing Myocardial Infarction and Acute Coronary Syndrome: Where Are We?,"PCI in Acute MI and ACS: Tips, Tricks, and Techniques","Aaron ",Wong (Singapore),,,,7/11/2021,9:10 AM,9:55 AM,SGT,2,Education Sessions,Chairs: Eugene Yang (USA) and Alan Fong (Malaysia) irtual Moderator: Joshua Loh (Singapore) Panelists: Ning Guo (China) and Tian Hai Koh (Singapore),"July 11 ",Education Sessions,Coronary Artery Disease,,true,true,,,,,,,,,,,,
306,306_02,Managing Myocardial Infarction and Acute Coronary Syndrome: Where Are We?,2021: Best Drug Strategies After PCI For ACS,"Hyo-Soo ",Kim (Korea),,,,7/11/2021,9:10 AM,9:55 AM,SGT,2,Education Sessions,Chairs: Eugene Yang (USA) and Alan Fong (Malaysia) irtual Moderator: Joshua Loh (Singapore) Panelists: Ning Guo (China) and Tian Hai Koh (Singapore),"July 11 ",Education Sessions,Coronary Artery Disease,,true,true,,,,,,,,,,,,
306,306_03,Managing Myocardial Infarction and Acute Coronary Syndrome: Where Are We?,The Vessel Is Open and the Patient Is No Better: Now What?,"Jacqueline ",Saw (Canada),,,,7/11/2021,9:10 AM,9:55 AM,SGT,2,Education Sessions,Chairs: Eugene Yang (USA) and Alan Fong (Malaysia) irtual Moderator: Joshua Loh (Singapore) Panelists: Ning Guo (China) and Tian Hai Koh (Singapore),"July 11 ",Education Sessions,Coronary Artery Disease,,true,true,,,,,,,,,,,,
306,306_04,Managing Myocardial Infarction and Acute Coronary Syndrome: Where Are We?,Panel Discussion,,,,,,7/11/2021,9:10 AM,9:55 AM,SGT,2,Education Sessions,Chairs: Eugene Yang (USA) and Alan Fong (Malaysia) irtual Moderator: Joshua Loh (Singapore) Panelists: Ning Guo (China) and Tian Hai Koh (Singapore),"July 11 ",Education Sessions,Coronary Artery Disease,,true,true,,,,,,,,,,,,
307,307_01,Advanced Treatment Options in Heart Failure,"Managing Hemodynamics in the Sick Heart: 2021 State of the Art ","Raymond ",Wong (Singapore),,,,7/11/2021,9:10 AM,9:55 AM,SGT,3,Education Sessions,Chairs: Parag Patel (USA) and Bernard Kwok (Singapore) irtual Moderator: Dinna Soon (Singapore),"July 11 ",Education Sessions,Heart Failure,,true,true,,,,,,,,,,,,
307,307_02,Advanced Treatment Options in Heart Failure,Hospital Management of Arrhythmias in Severe Heart Failure,"Kenneth ",Ellenbogen (USA),,,,7/11/2021,9:10 AM,9:55 AM,SGT,3,Education Sessions,Chairs: Parag Patel (USA) and Bernard Kwok (Singapore) irtual Moderator: Dinna Soon (Singapore),"July 11 ",Education Sessions,Heart Failure,,true,true,,,,,,,,,,,,
307,307_03,Advanced Treatment Options in Heart Failure,"When Do I Need to Do Advanced Therapies: ECMO, LVAD, and Transplant?","Teing Ee ",Tan (Singapore),,,,7/11/2021,9:10 AM,9:55 AM,SGT,3,Education Sessions,Chairs: Parag Patel (USA) and Bernard Kwok (Singapore) irtual Moderator: Dinna Soon (Singapore),"July 11 ",Education Sessions,Heart Failure,,true,true,,,,,,,,,,,,
307,307_04,Advanced Treatment Options in Heart Failure,Panel Discussion,,,,,,7/11/2021,9:10 AM,9:55 AM,SGT,3,Education Sessions,Chairs: Parag Patel (USA) and Bernard Kwok (Singapore) irtual Moderator: Dinna Soon (Singapore),"July 11 ",Education Sessions,Heart Failure,,true,true,,,,,,,,,,,,
308,308_01,Simple or Difficult? Taking Care of Children and Adults With Congenital Heart Disease,Pediatric Cardiology: Update 2021,"Swee Chye ",Quek (Singapore),,,,7/11/2021,10:10 AM,10:55 AM,SGT,1,Education Sessions,Chairs: Ching Kit Chen (Singapore) and Ju Le Tan (Singapore) irtual Moderator: Jonathan Choo (Singapore),"July 11 ",Education Sessions,"Special Topics ",,true,true,,,,,,,,,,,,
308,308_02,Simple or Difficult? Taking Care of Children and Adults With Congenital Heart Disease,Adult Congenital Heart Disease: Update 2021,"Yuli ",Kim (USA),,,,7/11/2021,10:10 AM,10:55 AM,SGT,1,Education Sessions,Chairs: Ching Kit Chen (Singapore) and Ju Le Tan (Singapore) irtual Moderator: Jonathan Choo (Singapore),"July 11 ",Education Sessions,"Special Topics ",,true,true,,,,,,,,,,,,
308,308_03,Simple or Difficult? Taking Care of Children and Adults With Congenital Heart Disease,Genetic Testing in 2021 and Beyond: What Does the Clinician Need to Know?,"Carolyn ",Ho (USA),,,,7/11/2021,10:10 AM,10:55 AM,SGT,1,Education Sessions,Chairs: Ching Kit Chen (Singapore) and Ju Le Tan (Singapore) irtual Moderator: Jonathan Choo (Singapore),"July 11 ",Education Sessions,"Special Topics ",,true,true,,,,,,,,,,,,
308,308_04,Simple or Difficult? Taking Care of Children and Adults With Congenital Heart Disease,Panel Discussion,,,,,,7/11/2021,10:10 AM,10:55 AM,SGT,1,Education Sessions,Chairs: Ching Kit Chen (Singapore) and Ju Le Tan (Singapore) irtual Moderator: Jonathan Choo (Singapore),"July 11 ",Education Sessions,"Special Topics ",,true,true,,,,,,,,,,,,
309,309_01,New Technologies and New Strategies For Valvular Heart Disease: What Should I do Today?,Who Should and Shouldn?t Get TAVR in 2021,"Gilbert ",Tang (USA),,,,7/11/2021,10:10 AM,10:55 AM,SGT,2,Education Sessions,Chairs: William Kong (Singapore) and See Hooi Ewe (Singapore) irtual Moderator: Ching Hui Sia (Singapore),"July 11 ",Education Sessions,Valvular Heart Disease,,true,true,,,,,,,,,,,,
309,309_02,New Technologies and New Strategies For Valvular Heart Disease: What Should I Do Today?,Percutaneous Mitral Valve and Tricuspid Valve Repair: 2021 and Beyond,"James ",Thomas (USA),,,,7/11/2021,10:10 AM,10:55 AM,SGT,2,Education Sessions,Chairs: William Kong (Singapore) and See Hooi Ewe (Singapore) irtual Moderator: Ching Hui Sia (Singapore),"July 11 ",Education Sessions,Valvular Heart Disease,,true,true,,,,,,,,,,,,
309,309_03,New Technologies and New Strategies For Valvular Heart Disease: What Should I Do Today?,Introducing New Technologies: Measuring Quality,"Khung Keong ",Yeo (Singapore),,,,7/11/2021,10:10 AM,10:55 AM,SGT,2,Education Sessions,Chairs: William Kong (Singapore) and See Hooi Ewe (Singapore) irtual Moderator: Ching Hui Sia (Singapore),"July 11 ",Education Sessions,Valvular Heart Disease,,true,true,,,,,,,,,,,,
309,309_04,New Technologies and New Strategies For Valvular Heart Disease: What Should I Do Today?,Panel Discussion,,,,,,7/11/2021,10:10 AM,10:55 AM,SGT,2,Education Sessions,Chairs: William Kong (Singapore) and See Hooi Ewe (Singapore) irtual Moderator: Ching Hui Sia (Singapore),"July 11 ",Education Sessions,Valvular Heart Disease,,true,true,,,,,,,,,,,,
310,310_01,What's New in Arrhythmia Treatments:  Practical Approaches,"Left Atrial Appendage Strategies For Stroke Risk Management in Atrial Fibrillation: How and in Everybody? ","Jacqueline ",Saw (Canada),,,,7/11/2021,10:10 AM,10:55 AM,SGT,3,Education Sessions,Chairs: Kenneth Ellenbogen (USA) and Chang-Sheng Ma (China) irtual Moderator: Paul Lim (Singapore),"July 11 ",Education Sessions,Arrhythmias and Clinical EP,,true,true,,,,,,,,,,,,
310,310_02,What's New in Arrhythmia Treatments:  Practical Approaches,Conduction Tissue Pacing For Everybody? Is CRT Obsolete?,"Pipin ",Kojodjojo (Singapore),,,,7/11/2021,10:10 AM,10:55 AM,SGT,3,Education Sessions,Chairs: Kenneth Ellenbogen (USA) and Chang-Sheng Ma (China) irtual Moderator: Paul Lim (Singapore),"July 11 ",Education Sessions,Arrhythmias and Clinical EP,,true,true,,,,,,,,,,,,
310,310_03,What's New in Arrhythmia Treatments:  Practical Approaches,"Subcutaneous ICD, Leadless Pacing, and Beyond: Who Should Get This New Stuff?","Colin ",Yeo (Singapore),,,,7/11/2021,10:10 AM,10:55 AM,SGT,3,Education Sessions,Chairs: Kenneth Ellenbogen (USA) and Chang-Sheng Ma (China) irtual Moderator: Paul Lim (Singapore),"July 11 ",Education Sessions,Arrhythmias and Clinical EP,,true,true,,,,,,,,,,,,
310,310_04,What's New in Arrhythmia Treatments:  Practical Approaches,Panel Discussion,,,,,,7/11/2021,10:10 AM,10:55 AM,SGT,3,Education Sessions,Chairs: Kenneth Ellenbogen (USA) and Chang-Sheng Ma (China) irtual Moderator: Paul Lim (Singapore),"July 11 ",Education Sessions,Arrhythmias and Clinical EP,,true,true,,,,,,,,,,,,
311,311_01,Diabetes & HF: Killing Two Birds With One Stone Symposia Sponsored by Boehringer Ingelheim,"Welcome & Introduction                                                  ","Carolyn ","Lam (Singapore)  ",,,,7/11/2021,11:00 AM,11:45 AM,SGT,1,Industry Sessions,"Chair: Carolyn Lam (Singapore) ","July 11 ",Industry Sessions,,,true,true,,,,,,,,,,,,
311,311_02,Diabetes & HF: Killing Two Birds With One Stone Symposia Sponsored by Boehringer Ingelheim,Diabetes & HF: Killing Two Birds With One Stone,"Darren ",McGuire (USA),,,,7/11/2021,11:00 AM,11:45 AM,SGT,1,Industry Sessions,"Chair: Carolyn Lam (Singapore) ","July 11 ",Industry Sessions,,,true,true,,,,,,,,,,,,
311,311_03,Diabetes & HF: Killing Two Birds With One Stone Symposia Sponsored by Boehringer Ingelheim,"Panel Discussion                                                             ",,,,,,7/11/2021,11:00 AM,11:45 AM,SGT,1,Industry Sessions,"Chair: Carolyn Lam (Singapore) ","July 11 ",Industry Sessions,,,true,true,,,,,,,,,,,,
311,311_04,Diabetes & HF: Killing Two Birds With One Stone Symposia Sponsored by Boehringer Ingelheim," Closing Remarks                                                                 ","Carolyn ","Lam (Singapore) ",,,,7/11/2021,11:00 AM,11:45 AM,SGT,1,Industry Sessions,"Chair: Carolyn Lam (Singapore) ","July 11 ",Industry Sessions,,,true,true,,,,,,,,,,,,
312,312_01,"Emerging CKD in Cardio-Metabolic Patients: What Is the Latest Evidence For Early Intervention? Symposia Sponsored by AstraZeneca      ","Welcome & Introduction ","Su-Yen ","Goh (Singapore) ",,,,7/11/2021,11:00 AM,11:45 AM,SGT,2,Industry Sessions,"Chairs: Su-Yen Goh (Singapore) and Jia-Yin Hou (Taiwan)<br> Panelists: Su-Yen Goh (Singapore), Romina Danguilan (Philippines), and Jia-Yin Hou (Taiwan)      ","July 11 ",Industry Sessions,,,true,true,,,,,,,,,,,,
312,312_02,"Emerging CKD in Cardio-Metabolic Patients: What Is the Latest Evidence For Early Intervention? Symposia Sponsored by AstraZeneca      ",Emerging CKD in Cardio-Metabolic Patients: What Is the Latest Evidence For Early Intervention?,"Hiddo ",Heerspink (Netherlands),,,,7/11/2021,11:00 AM,11:45 AM,SGT,2,Industry Sessions,"Chairs: Su-Yen Goh (Singapore) and Jia-Yin Hou (Taiwan)<br> Panelists: Su-Yen Goh (Singapore), Romina Danguilan (Philippines), and Jia-Yin Hou (Taiwan)      ","July 11 ",Industry Sessions,,,true,true,,,,,,,,,,,,
312,312_03,"Emerging CKD in Cardio-Metabolic Patients: What Is the Latest Evidence For Early Intervention? Symposia Sponsored by AstraZeneca      ",Panel Discussion,,,,,,7/11/2021,11:00 AM,11:45 AM,SGT,2,Industry Sessions,"Chairs: Su-Yen Goh (Singapore) and Jia-Yin Hou (Taiwan)<br> Panelists: Su-Yen Goh (Singapore), Romina Danguilan (Philippines), and Jia-Yin Hou (Taiwan)      ","July 11 ",Industry Sessions,,,true,true,,,,,,,,,,,,
312,312_04,"Emerging CKD in Cardio-Metabolic Patients: What Is the Latest Evidence For Early Intervention? Symposia Sponsored by AstraZeneca      ",Closing Remarks,"Jia-Yin ",Hou (Taiwan),,,,7/11/2021,11:00 AM,11:45 AM,SGT,2,Industry Sessions,"Chairs: Su-Yen Goh (Singapore) and Jia-Yin Hou (Taiwan)<br> Panelists: Su-Yen Goh (Singapore), Romina Danguilan (Philippines), and Jia-Yin Hou (Taiwan)      ","July 11 ",Industry Sessions,,,true,true,,,,,,,,,,,,
313,313_01,"Abstract Award Presentation ",,,,,,,7/11/2021,11:50 AM,1:20 PM,SGT,1,Education Sessions,Fred Kusumoto (USA) and Hean Yee Ong (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
314,314_01,SCS Lecture 2021 Managing Coronary Artery Disease: New Paradigm and Beyond,Introduction,Hean Yee,Ong (Singapore),,,,7/11/2021,12:10 PM,12:55 PM,SGT,1,Education Sessions,Presenter: Aaron Wong (Singapore) itation: Soo Teik Lim (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
314,314_02,SCS Lecture 2021 Managing Coronary Artery Disease: New Paradigm and Beyond,Citation,Soo Teik,Lim (Singapore),,,,7/11/2021,12:10 PM,12:55 PM,SGT,1,Education Sessions,Presenter: Aaron Wong (Singapore) itation: Soo Teik Lim (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
314,314_03,SCS Lecture 2021 Managing Coronary Artery Disease: New Paradigm and Beyond,Managing Coronary Artery Disease: New Paradigm and Beyond,Aaron,Wong (Singapore),,,,7/11/2021,12:10 PM,12:55 PM,SGT,1,Education Sessions,Presenter: Aaron Wong (Singapore) itation: Soo Teik Lim (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
314,314_04,SCS Lecture 2021 Managing Coronary Artery Disease: New Paradigm and Beyond,Message From President of SCS,Hean Yee,Ong (Singapore),,,,7/11/2021,12:10 PM,12:55 PM,SGT,1,Education Sessions,Presenter: Aaron Wong (Singapore) itation: Soo Teik Lim (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
400,82,Differential Association Between Significant Coronary Stenosis and Cardiac Troponin T Serial Algorithms in Chronic Kidney Disease Patients Diagnosed With Non-ST-Segment Elevation Acute Coronary Syndromes,,,,,,"Primary Author ",7/7/2021,11:00 PM,11:00 PM,SGT,,Abstracts,"Praew Kotruchin, Thanat Tangpaisarn, Nirut Srimakam, Vichai Senthong, Pariwat Phungoen, Department of Emergency Medicine, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand, Department of Internal Medicine, Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand ",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"1. Kotruchin, Praew",
401,83,Prognostic Impacts of Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers in Acute Coronary Syndrome Patients Without Heart Failure,,,,,,"Primary Author ",7/7/2021,11:00 PM,11:00 PM,SGT,,Abstracts,"Runzhen Chen, Chen Liu, Peng Zhou, Jiannan Li, Jinying Zhou, Ying Wang , Xiaoxiao Zhao, Yi Chen, Li Song, Hanjun Zhao, Hongbing Yan, Fuwai Hospital, National Center for Cardiovascular Diseases, Peking Union Medical College and Chinese Academy of Medical Sciences, Beijing, China, Fuwai Hospital, Chinese Academy of Medical Sciences, Shenzhen, China",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"4. Chen, Runzhen",
402,1,The Value of Rest Global Longitudinal Strain by Two-Dimensional Speckle Tracking Echocardiography in Predicting Coronary Artery Disease,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Michelle M.Y. Chan, Swee Leng Michelle Kui, Pei Ting Tan, Lyisi Tan, Khim Leng Tong, Siang Chew Chai, Changi General Hospital, Singapore",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"5. Chan, Michelle",
403,2,Utility of Rapid Discharge For Low Risk Patients From a Chest Pain Unit Without Predischarge Functional or Anatomic Testing,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Shahad Al Chalaby, Navya Vipparla, Ramen Sidhu, Angela Thinda, John Bui, Javier Lopez, Tina Gupta, Naveen Gupta, Sean Fraser, Balasingam Thevakumar, Muhammad Majid, Nikki Jafarzadeh, Chengyue Jin, Javier Lopez, Ezra Amsterdam, Division of Cardiovascular Medicine, Department of Internal Medicine, University of California (Davis) Medical Center, Sacramento, CA, USA",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"8. Al Chalaby, Shahad",
404,3,Temporal Trends in Management and Outcomes of Cardiac Arrest Complicating Acute Myocardial Infarction in the United States,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Auras Atreya, Sri Harsha Patlolla, Chandan M. Devireddy, Wissam A. Jaber, S. Tanveer Rab, William J. Nicholson, John S. Douglas, Jr., Spencer B. King, III, Institute of Cardiac Sciences and Research, AIG Hospitals, Hyderabad, India, Emory University School of Medicine, Atlanta, GA, USA",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"10. Atreya, Auras",
405,4,Increased Mortality and Worse Cardiac Outcome of Acute Myocardial Infarction in the COVID?19 Patients,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Oktafin Pamuna, Muhamad Rizki Fadlan, Universitas Brawijaya, Malang, Indonesia ",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"13. Pamuna, Oktafin",
406,5,The Impact of Renal Impairment on 30-Day Outcomes Following Percutaneous Coronary Intervention For Acute Coronary Syndromes,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Stephanie Liew, Diem Dinh, Stephen Duffy, Angela Brennan, Christopher Reid, Ernesto Oqueli, David Clark, Andrew Ajani, Louise Roberts, Martin Sebastian, Catherine Jaworski, Adam Hutchison, Michael Mok, University Hospital Geelong, Victoria, Australia",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"14. Liew, Stephanie",
407,6,High-Risk Culprit?Plaque Features and Residual SYNTAX Score For Predicting Cardiovascular Events in Acute Myocardial Infarction: An Intravascular Optical Coherence Tomography Study,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Ying Wang, Xiaoxiao Zhao, Peng Zhou, Chen Liu, Zhaoxue Sheng, Jiannan Li, Jinying Zhou, Runzhen Chen, Yi Chen, Li Song, Hanjun Zhao, Hongbing Yan, Fuwai Hospital, National Center for Cardiovascular Diseases, Peking Union Medical College & Chinese Academy of Medical Sciences, Beijing, China",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"15. Wang, Ying",
408,7,Major Adverse Cardiovascular Events After Percutaneous Coronary Intervention in Obstructive Sleep Apnea: A Systematic Review and Meta-Analysis,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Raditya Dewangga, Kevin Winston, Universitas Indonesia Hospital, Depok, Indonesia",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"17. Dewangga, Raditya",
409,8,Association of Fibroblast Growth Factor-23 With Major Adverse Cardiovascular Events in Patients With Chronic Kidney Disease: A Systematic Review and Meta-Analysis,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Kevin Winston, Raditya Dewangga, Faculty of Medicine, Universitas Indonesia, Jakarta, Indonesia",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"19. Winston, Kevin",
410,9,Impact of Ambulance Conveyance on Door-to-Balloon Time and Outcomes in Patients Presenting With ST-Segment Elevation Myocardial Infarction: Unmasked by Structural Equation Modeling,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Zhe Yan Ng, Benjamin W.L. Tung, William Kristanto, Kaylar Win Saw, Winnie Sia, Siew Pang Chan, Koo Hui Chan, Mark Chan, Ronald Lee, Joshua Loh, Adrian Low, Edgar Tay, Huay Cheem Tan, Tiong Cheng Yeo, Poay Huan Loh, National University Heart Center Singapore, Department of Cardiology, Ng Teng Fong General Hospital, National University of Singapore, Singapore",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"20. Ng, Zhe Yan",
411,10,Thrombosis and Major Bleeding Risk After Primary Percutaneous Coronary Intervention Among Patients With Multi-Vessels Coronary Artery Disease,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Xiaoxiao Zhao, Hongbing Yan, Fuwai Hospital, Beijing, China",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"22. Zhao, Xiaoxiao",
412,11,Prognostic Value of Characteristics of Plaque Combined With Residual Syntax Score Among Patients With STEMI Undergoing Primary PCI: An Intravascular Optical Coherence Tomography Study,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Xiaoxiao Zhao, Hongbing Yan, Fuwai Hospital, Beijing, China",,Abstracts,,Acute Coronary Syndromes,true,true,,,,,,,,,,,"23. Zhao, Xiaoxiao",
413,12,Factors Predicting Anticoagulant Control on Warfarin in Thai Patients With Non-Valvular Atrial Fibrillation: The ACAChE Score,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Piyoros Lertsanguansinchai, Anurut Huntrakul, Voravut Rungpradubvong , Ronpichai Chokesuwattanaskul, Somchai Prechawat, Faculty of Medicine, Chulalongkorn University and King Chulalongkorn Memorial Hospital, Bangkok, Thailand",,Abstracts,,Arrhythmias and Clinical EP,true,true,,,,,,,,,,,"25. Lertsanguansinchai, Piyoros",
414,13,Demographics and Risk Profile of Elderly Middle Eastern Patients With Atrial Fibrillation: The Jordan Atrial Fibrillation (JoFib) Study,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Zayd Alhaddad, M. Hani Juha, Ayman Hammoueh, Imad Alhaddad, Jordan Hospital, Amman, Jordan, Istishari Hospital, Amman, Jordan",,Abstracts,,Arrhythmias and Clinical EP,true,true,,,,,,,,,,,"26. Alhaddad, Zayd",
415,14,Three-Dimensional Vectorcardiographic Characteristics of Breast Cancer Patients Treated With Chemotherapy,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Yueying Wang, Xi Yin, Xufei Liang, Shuo Pan, Ziliang Chen, Xuhong Geng, Tong Liu, Tianjin Key Laboratory of Ionic-Molecular Function of Cardiovascular Disease, Department of Cardiology, Tianjin Institute of Cardiology, Second Hospital of Tianjin Medical University, Tianjin, China",,Abstracts,,Arrhythmias and Clinical EP,true,true,,,,,,,,,,,"27. Wang, Yueying",
416,15,Gamma-Glutamyl Transpeptidase to Platelet Ratio: A New Inflammatory Marker Associated With Outcomes After Cardiac Arrest,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Yipin Zhao, Qingwei Chen, Zebin Lin, The Second Affiliated Hospital of Chongqing Medical University, Chongqing, China",,Abstracts,,Arrhythmias and Clinical EP,true,true,,,,,,,,,,,"28. Zhao, Yipin",
417,16,The Incidence of Arrhythmic Risks After Acute ST Elevation Myocardial Infarction in a Contemporary Cohort of Chinese Patients in the Era of Early Revascularization,,,,,,"Primary Author ",7/7/2021,8:00 PM,8:00 PM,SGT,,Abstracts,"Stephanie Quek, Irene Chung, Tan Tock Seng Hospital, Singapore",,Abstracts,,Arrhythmias and Clinical EP,true,true,,,,,,,,,,,"29. Quek, Stephanie",
